,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts
1539,"ברמ""א",7.0,0.0,0.0,0.0,7.0
1540,"בשו""ע",6.0,0.0,0.0,0.0,6.0
1541,"תרע""ט",29.0,0.0,0.0,0.0,29.0
1542,"ב""כל",10.0,0.0,0.0,0.0,10.0
1543,"ל""היכל",15.0,0.0,0.0,0.0,15.0
1544,"כ""ילד",7.0,0.0,0.0,0.0,7.0
1545,"ל""כוכב",7.0,0.0,0.0,0.0,7.0
1546,"ל""שירות",8.0,0.0,0.0,0.0,8.0
1547,"תרפ""ד",87.0,0.0,0.0,0.0,87.0
1548,"בתשע""ח",9.0,0.0,0.0,0.0,9.0
1549,"ב""חוק",22.0,1.0,0.0,0.0,23.0
1550,"תרצ""ט",125.0,0.0,0.0,0.0,125.0
1551,"ו""דבר",11.0,0.0,0.0,0.0,11.0
1552,"תקצ""ט",10.0,0.0,0.0,0.0,10.0
1553,"תרי""ח",12.0,0.0,0.0,0.0,12.0
1554,"ה""קלאסיים",6.0,0.0,0.0,0.0,6.0
1555,"מפכ""ל",43.0,11.0,0.0,0.0,54.0
1556,"הריי""צ",18.0,0.0,0.0,0.0,18.0
1557,"רמב""י",6.0,0.0,0.0,0.0,6.0
1558,"א""מ",7.0,0.0,0.0,0.0,7.0
1559,"אדמור""י",12.0,0.0,0.0,0.0,12.0
1560,"המהרש""א",18.0,0.0,0.0,0.0,18.0
1561,"המהרי""ט",7.0,0.0,0.0,0.0,7.0
1562,"פ""ד",38.0,6.0,0.0,0.0,44.0
1563,"ארה""ב",52.0,160.0,0.0,0.0,212.0
1564,"ב""נאום",8.0,3.0,0.0,0.0,11.0
1565,"אאל""ט",13.0,0.0,0.0,0.0,13.0
1566,"בי""ב",32.0,0.0,0.0,0.0,32.0
1567,"ובפלמ""ח",7.0,0.0,0.0,0.0,7.0
1568,"ו""צבא",6.0,0.0,0.0,0.0,6.0
1569,"לאדמו""רים",9.0,0.0,0.0,0.0,9.0
1570,"ל""צבא",19.0,5.0,0.0,0.0,24.0
1571,"ל""ראש",9.0,0.0,0.0,0.0,9.0
1572,"ל""תנועת",7.0,0.0,0.0,0.0,7.0
1573,"ל""בנק",7.0,0.0,0.0,0.0,7.0
1574,"ה""צעירים",8.0,0.0,0.0,0.0,8.0
1575,"ל""ועדת",6.0,0.0,0.0,0.0,6.0
1576,"כ""אחד",12.0,0.0,0.0,0.0,12.0
1577,"תרפ""ו",48.0,0.0,0.0,0.0,48.0
1578,"ה""קופה",8.0,0.0,0.0,0.0,8.0
1579,"ב""קופה",6.0,0.0,0.0,0.0,6.0
1580,"תש""ד",84.0,0.0,0.0,0.0,84.0
1581,"המפכ""ל",41.0,2.0,0.0,0.0,43.0
1582,"אז""ר",52.0,0.0,0.0,0.0,52.0
1583,"תשט""ו",112.0,0.0,0.0,0.0,112.0
1584,"תרל""ט",16.0,0.0,0.0,0.0,16.0
1585,"הש""ס",127.0,0.0,0.0,0.0,127.0
1586,"התשכ""א",6.0,0.0,0.0,0.0,6.0
1587,"תשכ""ג",78.0,0.0,0.0,0.0,78.0
1588,"לגדנ""ע",13.0,0.0,0.0,0.0,13.0
1589,"והצל""שים",6.0,0.0,0.0,0.0,6.0
1590,"תשל""ב",134.0,0.0,0.0,0.0,134.0
1591,"כ""נס",7.0,0.0,0.0,0.0,7.0
1592,"תשמ""ו",133.0,0.0,0.0,0.0,133.0
1593,"ב""ראו",7.0,0.0,0.0,0.0,7.0
1594,"תשנ""ד",156.0,0.0,0.0,0.0,156.0
1595,"ל""פורום",3.0,3.0,0.0,0.0,6.0
1596,"בסל""ד",9.0,0.0,0.0,0.0,9.0
1597,"תרט""ו",15.0,0.0,0.0,0.0,15.0
1598,"במט""ח",17.0,7.0,0.0,0.0,24.0
1599,"מד""ר",6.0,0.0,0.0,0.0,6.0
1600,"שו""ת",266.0,0.0,0.0,0.0,266.0
1601,"ו""ישראל",5.0,1.0,0.0,0.0,6.0
1602,"ח""כ",194.0,10.0,0.0,0.0,204.0
1603,"סת""ם",61.0,0.0,0.0,0.0,61.0
1604,"כאדמו""ר",75.0,0.0,0.0,0.0,75.0
1605,"ב""ערוץ",19.0,0.0,0.0,0.0,19.0
1606,"התש""ן",6.0,0.0,0.0,0.0,6.0
1607,"תשע""ז",139.0,1.0,0.0,0.0,140.0
1608,"התשס""ו",15.0,0.0,0.0,0.0,15.0
1609,"ב""ב",7.0,0.0,0.0,0.0,7.0
1610,"אבד""ק",8.0,0.0,0.0,0.0,8.0
1611,"לאדמו""ר",63.0,0.0,0.0,0.0,63.0
1612,"שליט""א",16.0,0.0,0.0,0.0,16.0
1613,"ב""תיכון",6.0,0.0,0.0,0.0,6.0
1614,"ב""מרוץ",6.0,0.0,0.0,0.0,6.0
1615,"ב""שומר",3.0,8.0,0.0,0.0,11.0
1616,"נדל""נית",5.0,1.0,0.0,0.0,6.0
1617,"בד""ץ",38.0,0.0,0.0,0.0,38.0
1618,"ל""עולם",12.0,0.0,0.0,0.0,12.0
1619,"מ""ו",22.0,0.0,0.0,0.0,22.0
1620,"אדמו""ר",150.0,0.0,0.0,0.0,150.0
1621,"בקק""ל",7.0,0.0,0.0,0.0,7.0
1622,"כ""גרעין",6.0,0.0,0.0,0.0,6.0
1623,"וכיו""ב",13.0,6.0,0.0,0.0,19.0
1624,"אח""כ",21.0,0.0,0.0,0.0,21.0
1625,"כ""יום",40.0,1.0,0.0,0.0,41.0
1626,"ו""העולם",6.0,0.0,0.0,0.0,6.0
1627,"לחו""ל",91.0,11.0,1.0,0.0,103.0
1628,"וכיוצ""ב",11.0,1.0,0.0,0.0,12.0
1629,"תרצ""ח",80.0,0.0,0.0,0.0,80.0
1630,"ל""ערכים",8.0,0.0,0.0,0.0,8.0
1631,"לע""מ",22.0,0.0,0.0,0.0,22.0
1632,"התשפ""א",7.0,0.0,0.0,0.0,7.0
1633,"לר""מ",10.0,0.0,0.0,0.0,10.0
1634,"כר""מ",56.0,0.0,0.0,0.0,56.0
1635,"ע""ז",10.0,0.0,0.0,0.0,10.0
1636,"לפסה""נ",42.0,0.0,0.0,0.0,42.0
1637,"תשפ""א",142.0,1.0,0.0,0.0,143.0
1638,"אמר""ל",9.0,0.0,0.0,0.0,9.0
1639,"כ""אות",6.0,0.0,0.0,0.0,6.0
1640,"ק""ק",6.0,0.0,0.0,0.0,6.0
1641,"ו""חוק",8.0,0.0,0.0,0.0,8.0
1642,"מ""ם",16.0,0.0,0.0,0.0,16.0
1643,"מכת""ז",12.0,0.0,0.0,0.0,12.0
1644,"ר""מ",147.0,0.0,0.0,0.0,147.0
1645,"זי""ן",11.0,0.0,0.0,0.0,11.0
1646,"תשע""ב",208.0,0.0,0.0,0.0,208.0
1647,"תה""ל",8.0,0.0,0.0,0.0,8.0
1648,"לסא""ל",7.0,0.0,0.0,0.0,7.0
1649,"של""י",22.0,0.0,0.0,0.0,22.0
1650,"מהו""ת",15.0,0.0,0.0,0.0,15.0
1651,"לארה""ב",1.0,13.0,0.0,0.0,14.0
1652,"ור""מ",19.0,0.0,0.0,0.0,19.0
1653,"שי""ר",15.0,0.0,0.0,0.0,15.0
1654,"לחז""ל",10.0,0.0,0.0,0.0,10.0
1655,"א""נ",8.0,0.0,0.0,0.0,8.0
1656,"תשל""א",107.0,0.0,0.0,0.0,107.0
1657,"רוס""ר",6.0,0.0,0.0,0.0,6.0
1658,"ל""מקדש",7.0,0.0,0.0,0.0,7.0
1659,"זצ""ל",108.0,0.0,0.0,0.0,108.0
1660,"ב""אזור",12.0,2.0,0.0,0.0,14.0
1661,"לאונסק""ו",15.0,1.0,0.0,0.0,16.0
1662,"תשמ""ה",137.0,0.0,0.0,0.0,137.0
1663,"לאונר""א",13.0,10.0,0.0,0.0,23.0
1664,"הרצי""ה",118.0,0.0,0.0,0.0,118.0
1665,"וסמ""ר",6.0,0.0,0.0,0.0,6.0
1666,"בפת""ח",14.0,9.0,1.0,0.0,24.0
1667,"תנ""ך",348.0,0.0,0.0,0.0,348.0
1668,"מזכ""לי",8.0,0.0,0.0,0.0,8.0
1669,"תשס""ב",199.0,0.0,0.0,0.0,199.0
1670,"כ""מלך",32.0,0.0,0.0,0.0,32.0
1671,"התש""ע",13.0,0.0,0.0,0.0,13.0
1672,"התשפ""ב",10.0,0.0,0.0,0.0,10.0
1673,"ל""הפועל",9.0,0.0,0.0,0.0,9.0
1674,"תשס""ט",201.0,0.0,0.0,0.0,201.0
1675,"מנכ""לי",14.0,2.0,0.0,0.0,16.0
1676,"ל""דבר",6.0,0.0,0.0,0.0,6.0
1677,"ו""הבית",6.0,0.0,0.0,0.0,6.0
1678,"לש""ב",8.0,0.0,0.0,0.0,8.0
1679,"כמנכ""ל",121.0,0.0,0.0,0.0,121.0
1680,"הרדב""ז",25.0,0.0,0.0,0.0,25.0
1681,"ב""מרחב",5.0,6.0,0.0,0.0,11.0
1682,"הש""ב",8.0,0.0,0.0,0.0,8.0
1683,"ל""מדינות",7.0,0.0,0.0,0.0,7.0
1684,"ופת""ח",12.0,10.0,0.0,0.0,22.0
1685,"ב""מגזין",7.0,0.0,0.0,0.0,7.0
1686,"רק""ח",40.0,0.0,0.0,0.0,40.0
1687,"במק""י",10.0,0.0,0.0,0.0,10.0
1688,"עו""ד",199.0,13.0,0.0,0.0,212.0
1689,"ב""ליל",13.0,0.0,0.0,0.0,13.0
1690,"בג""ץ",500.0,43.0,0.0,0.0,543.0
1691,"הראי""ה",238.0,0.0,0.0,0.0,238.0
1692,"רנ""א",24.0,0.0,0.0,0.0,24.0
1693,"הרנ""א",7.0,0.0,0.0,0.0,7.0
1694,"והתנ""ך",19.0,0.0,0.0,0.0,19.0
1695,"ע""פ",162.0,1.0,0.0,0.0,163.0
1696,"ראי""ה",6.0,0.0,0.0,0.0,6.0
1697,"חל""ך",7.0,0.0,0.0,0.0,7.0
1698,"תשפ""ב",129.0,0.0,0.0,0.0,129.0
1699,"חי""ש",23.0,0.0,0.0,0.0,23.0
1700,"והרמב""ם",45.0,0.0,0.0,0.0,45.0
1701,"וגח""ל",18.0,0.0,0.0,0.0,18.0
1702,"שחז""ל",29.0,0.0,0.0,0.0,29.0
1703,"ל""משרד",6.0,0.0,0.0,0.0,6.0
1704,"אד""ל",7.0,0.0,0.0,0.0,7.0
1705,"תמ""י",16.0,0.0,0.0,0.0,16.0
1706,"בחמ""ל",5.0,1.0,0.0,0.0,6.0
1707,"ו""אין",13.0,1.0,0.0,0.0,14.0
1708,"ו""עולם",8.0,0.0,0.0,0.0,8.0
1709,"זב""מ",28.0,0.0,0.0,0.0,28.0
1710,"ב""רשת",12.0,0.0,0.0,0.0,12.0
1711,"אבי""ע",6.0,0.0,0.0,0.0,6.0
1712,"התשמ""ב",7.0,0.0,0.0,0.0,7.0
1713,"התשמ""א",20.0,0.0,0.0,0.0,20.0
1714,"ל""קול",10.0,0.0,0.0,0.0,10.0
1715,"ה""קול",7.0,0.0,0.0,0.0,7.0
1716,"התשמ""ג",6.0,0.0,0.0,0.0,6.0
1717,"התשל""ז",10.0,0.0,0.0,0.0,10.0
1718,"פא""ן",6.0,0.0,0.0,0.0,6.0
1719,"ב""מכון",13.0,0.0,0.0,0.0,13.0
1720,"פ""נ",6.0,0.0,0.0,0.0,6.0
1721,"והרמב""ן",11.0,0.0,0.0,0.0,11.0
1722,"י""מ",7.0,0.0,0.0,0.0,7.0
1723,"מה""ד",9.0,0.0,0.0,0.0,9.0
1724,"אה""מ",127.0,0.0,0.0,0.0,127.0
1725,"כ""חוק",10.0,0.0,0.0,0.0,10.0
1726,"נ""ך",6.0,0.0,0.0,0.0,6.0
1727,"ברי""ל",8.0,0.0,0.0,0.0,8.0
1728,"תרכ""ג",8.0,0.0,0.0,0.0,8.0
1729,"תק""ע",12.0,0.0,0.0,0.0,12.0
1730,"ובסה""כ",15.0,3.0,0.0,0.0,18.0
1731,"ו""מר",6.0,0.0,0.0,0.0,6.0
1732,"ואה""מ",12.0,0.0,0.0,0.0,12.0
1733,"פ""ת",13.0,0.0,0.0,0.0,13.0
1734,"ה""קומדי",6.0,0.0,0.0,0.0,6.0
1735,"בא""י",101.0,0.0,0.0,0.0,101.0
1736,"ל""עם",6.0,0.0,0.0,0.0,6.0
1737,"ו""קשת",8.0,0.0,0.0,0.0,8.0
1738,"ב""סלון",9.0,0.0,0.0,0.0,9.0
1739,"חי""ת",9.0,0.0,0.0,0.0,9.0
1740,"תרכ""ד",11.0,0.0,0.0,0.0,11.0
1741,"ע""י",270.0,29.0,0.0,0.0,299.0
1742,"ו""שני",9.0,0.0,0.0,0.0,9.0
1743,"בארה""ב",26.0,33.0,0.0,0.0,59.0
1744,"ה""גזע",6.0,0.0,0.0,0.0,6.0
1745,"ה""אול",6.0,0.0,0.0,0.0,6.0
1746,"לספה""נ",10.0,0.0,0.0,0.0,10.0
1747,"ימק""א",31.0,0.0,0.0,0.0,31.0
1748,"אצ""ג",26.0,0.0,0.0,0.0,26.0
1749,"תרפ""ב",73.0,0.0,0.0,0.0,73.0
1750,"בחי""ש",7.0,0.0,0.0,0.0,7.0
1751,"ב""ועד",7.0,0.0,0.0,0.0,7.0
1752,"תר""צ",9.0,0.0,0.0,0.0,9.0
1753,"תשכ""ח",125.0,0.0,0.0,0.0,125.0
1754,"תשל""ג",150.0,0.0,0.0,0.0,150.0
1755,"תשי""ג",82.0,1.0,0.0,0.0,83.0
1756,"תשכ""ט",123.0,0.0,0.0,0.0,123.0
1757,"ל""אל",13.0,3.0,0.0,0.0,16.0
1758,"תשס""ו",206.0,0.0,0.0,0.0,206.0
1759,"בצד""ל",12.0,0.0,0.0,0.0,12.0
1760,"ר""ת",46.0,0.0,0.0,0.0,46.0
1761,"תשל""ז",140.0,0.0,0.0,0.0,140.0
1762,"ב""לקסיקון",6.0,0.0,0.0,0.0,6.0
1763,"ב""שידורי",6.0,0.0,0.0,0.0,6.0
1764,"תרפ""ג",77.0,0.0,0.0,0.0,77.0
1765,"ה""אזור",7.0,0.0,0.0,0.0,7.0
1766,"תשכ""ז",123.0,0.0,0.0,0.0,123.0
1767,"תקמ""ו",8.0,0.0,0.0,0.0,8.0
1768,"אד""ם",16.0,0.0,0.0,0.0,16.0
1769,"תשכ""ב",78.0,0.0,0.0,0.0,78.0
1770,"תרי""ט",12.0,0.0,0.0,0.0,12.0
1771,"ל""מחנה",12.0,1.0,0.0,0.0,13.0
1772,"תרצ""א",46.0,0.0,0.0,0.0,46.0
1773,"כ""דת",7.0,0.0,0.0,0.0,7.0
1774,"תשי""ז",91.0,0.0,0.0,0.0,91.0
1775,"השו""ע",14.0,0.0,0.0,0.0,14.0
1776,"הרי""ל",6.0,0.0,0.0,0.0,6.0
1777,"הרי""מ",11.0,0.0,0.0,0.0,11.0
1778,"תש""ו",96.0,0.0,0.0,0.0,96.0
1779,"תרל""ח",13.0,0.0,0.0,0.0,13.0
1780,"שמ""א",9.0,0.0,0.0,0.0,9.0
1781,"ה""הופכי",7.0,0.0,0.0,0.0,7.0
1782,"ל""ה",23.0,0.0,0.0,0.0,23.0
1783,"כ""ו",116.0,0.0,0.0,0.0,116.0
1784,"תרכ""א",8.0,0.0,0.0,0.0,8.0
1785,"ב""משחק",7.0,6.0,0.0,0.0,13.0
1786,"כק""מ",15.0,0.0,0.0,0.0,15.0
1787,"כ""ב",130.0,0.0,0.0,0.0,130.0
1788,"ר""צ",10.0,0.0,0.0,0.0,10.0
1789,"כ""ח",123.0,0.0,0.0,0.0,123.0
1790,"תרי""ג",75.0,0.0,0.0,0.0,75.0
1791,"כ""מלחמת",8.0,2.0,0.0,0.0,10.0
1792,"לרמב""ם",150.0,0.0,0.0,0.0,150.0
1793,"ו""על",21.0,0.0,0.0,0.0,21.0
1794,"שהרמב""ן",6.0,0.0,0.0,0.0,6.0
1795,"ו""אהבה",6.0,0.0,0.0,0.0,6.0
1796,"מכ""מי",15.0,1.0,0.0,0.0,16.0
1797,"הרשב""א",81.0,0.0,0.0,0.0,81.0
1798,"וצד""ל",21.0,0.0,0.0,0.0,21.0
1799,"ה""אחים",4.0,2.0,0.0,0.0,6.0
1800,"ש""ל",6.0,0.0,0.0,0.0,6.0
1801,"כ""איש",19.0,0.0,0.0,0.0,19.0
1802,"כ""פעולה",6.0,0.0,0.0,0.0,6.0
1803,"באופ""ק",13.0,6.0,0.0,0.0,19.0
1804,"שט""ו",8.0,0.0,0.0,0.0,8.0
1805,"ת""ח",45.0,0.0,0.0,0.0,45.0
1806,"רפ""ג",6.0,0.0,0.0,0.0,6.0
1807,"תקמ""ח",9.0,0.0,0.0,0.0,9.0
1808,"כאדמו""רים",8.0,0.0,0.0,0.0,8.0
1809,"תרל""ב",15.0,0.0,0.0,0.0,15.0
1810,"הרא""ה",70.0,0.0,0.0,0.0,70.0
1811,"תפ""ז",6.0,0.0,0.0,0.0,6.0
1812,"ב""איש",7.0,0.0,0.0,0.0,7.0
1813,"ו""איש",13.0,1.0,0.0,0.0,14.0
1814,"ה""טוב",14.0,0.0,0.0,0.0,14.0
1815,"באב""ד",10.0,0.0,0.0,0.0,10.0
1816,"תרכ""ט",16.0,0.0,0.0,0.0,16.0
1817,"הרוא""ה",10.0,0.0,0.0,0.0,10.0
1818,"עכו""ם",15.0,0.0,0.0,0.0,15.0
1819,"תש""נ",10.0,0.0,0.0,0.0,10.0
1820,"רמב""ם",106.0,0.0,0.0,0.0,106.0
1821,"של""ה",12.0,0.0,0.0,0.0,12.0
1822,"תשכ""ד",107.0,0.0,0.0,0.0,107.0
1823,"כ""ד",116.0,0.0,0.0,0.0,116.0
1824,"מש""ה",14.0,0.0,0.0,0.0,14.0
1825,"הר""י",11.0,0.0,0.0,0.0,11.0
1826,"מו""ר",8.0,0.0,0.0,0.0,8.0
1827,"כ""ז",109.0,0.0,0.0,0.0,109.0
1828,"ו""פרס",9.0,0.0,0.0,0.0,9.0
1829,"ניל""י",172.0,0.0,0.0,0.0,172.0
1830,"ו""אנשי",6.0,0.0,0.0,0.0,6.0
1831,"אצ""י",19.0,0.0,0.0,0.0,19.0
1832,"תשמ""ד",134.0,0.0,0.0,0.0,134.0
1833,"תק""ס",6.0,0.0,0.0,0.0,6.0
1834,"קמ""ן",6.0,0.0,0.0,0.0,6.0
1835,"ורמב""ן",10.0,0.0,0.0,0.0,10.0
1836,"תרצ""ז",109.0,0.0,0.0,0.0,109.0
1837,"מע""ר",14.0,0.0,0.0,0.0,14.0
1838,"לשב""כ",27.0,3.0,0.0,0.0,30.0
1839,"תשנ""ב",167.0,0.0,0.0,0.0,167.0
1840,"כ""שטח",12.0,0.0,0.0,0.0,12.0
1841,"תי""ו",6.0,0.0,0.0,0.0,6.0
1842,"בד""כ",75.0,2.0,0.0,0.0,77.0
1843,"המלכ""ר",8.0,0.0,0.0,0.0,8.0
1844,"שש""ז",279.0,0.0,0.0,0.0,279.0
1845,"ל""ליגה",6.0,0.0,0.0,0.0,6.0
1846,"כ""מנהיג",5.0,1.0,0.0,0.0,6.0
1847,"ה""על",7.0,2.0,0.0,0.0,9.0
1848,"דה""ב",13.0,0.0,0.0,0.0,13.0
1849,"דבה""י",6.0,0.0,0.0,0.0,6.0
1850,"שה""ם",7.0,0.0,0.0,0.0,7.0
1851,"וט""ו",6.0,0.0,0.0,0.0,6.0
1852,"תק""ד",8.0,0.0,0.0,0.0,8.0
1853,"בשב""כ",80.0,1.0,3.0,0.0,84.0
1854,"מציל""ה",12.0,0.0,0.0,0.0,12.0
1855,"ממר""י",7.0,1.0,0.0,0.0,8.0
1856,"המשת""פים",5.0,0.0,1.0,0.0,6.0
1857,"ו""כיבוש",6.0,0.0,0.0,0.0,6.0
1858,"ל""תור",6.0,1.0,0.0,0.0,7.0
1859,"צ""ל",11.0,0.0,0.0,0.0,11.0
1860,"אה""ו",13.0,0.0,0.0,0.0,13.0
1861,"מו""מ",1.0,8.0,1.0,0.0,10.0
1862,"ו""האיש",10.0,0.0,0.0,0.0,10.0
1863,"ו""קול",8.0,0.0,0.0,0.0,8.0
1864,"התשע""ח",6.0,1.0,0.0,0.0,7.0
1865,"הרלב""ג",38.0,0.0,0.0,0.0,38.0
1866,"מהשב""כ",10.0,0.0,1.0,0.0,11.0
1867,"התשב""ץ",9.0,0.0,0.0,0.0,9.0
1868,"ס""א",8.0,0.0,0.0,0.0,8.0
1869,"ס""ד",10.0,0.0,0.0,0.0,10.0
1870,"אל""ף",50.0,0.0,3.0,0.0,53.0
1871,"כ""מרכז",11.0,0.0,0.0,0.0,11.0
1872,"ח""ץ",6.0,0.0,0.0,0.0,6.0
1873,"הפת""ח",164.0,24.0,1.0,0.0,189.0
1874,"גד""ש",6.0,0.0,0.0,0.0,6.0
1875,"פצמ""ר",9.0,0.0,0.0,0.0,9.0
1876,"שהתנ""ך",8.0,0.0,0.0,0.0,8.0
1877,"התש""ט",11.0,0.0,0.0,0.0,11.0
1878,"ב""רשומות",22.0,0.0,0.0,0.0,22.0
1879,"מהתל""ג",37.0,1.0,0.0,0.0,38.0
1880,"מא""י",12.0,0.0,0.0,0.0,12.0
1881,"ה""אין",8.0,0.0,0.0,0.0,8.0
1882,"פו""ם",6.0,0.0,0.0,0.0,6.0
1883,"חש""ן",11.0,0.0,0.0,0.0,11.0
1884,"ב""יד",11.0,0.0,0.0,0.0,11.0
1885,"ליו""ר",268.0,4.0,0.0,0.0,272.0
1886,"נל""נ",6.0,0.0,0.0,0.0,6.0
1887,"ב""עמק",6.0,0.0,0.0,0.0,6.0
1888,"וע""י",13.0,0.0,0.0,0.0,13.0
1889,"פלי""ם",9.0,0.0,0.0,0.0,9.0
1890,"ב""כפר",7.0,0.0,0.0,0.0,7.0
1891,"ה""רולינג",6.0,0.0,0.0,0.0,6.0
1892,"ה""נאו",7.0,0.0,0.0,0.0,7.0
1893,"ב""בית",85.0,0.0,0.0,0.0,85.0
1894,"ב""איחוד",5.0,1.0,0.0,0.0,6.0
1895,"שח""ם",10.0,0.0,0.0,0.0,10.0
1896,"מזא""ה",32.0,0.0,0.0,0.0,32.0
1897,"הס""ס",16.0,0.0,0.0,0.0,16.0
1898,"ונאט""ו",9.0,24.0,0.0,0.0,33.0
1899,"ו""מלחמת",8.0,0.0,0.0,0.0,8.0
1900,"ה""אני",41.0,0.0,0.0,0.0,41.0
1901,"ב""כוח",33.0,1.0,0.0,0.0,34.0
1902,"התמ""ת",15.0,0.0,0.0,0.0,15.0
1903,"קק""ל",161.0,1.0,0.0,0.0,162.0
1904,"תשמ""ב",136.0,0.0,0.0,0.0,136.0
1905,"תש""ט",104.0,0.0,0.0,0.0,104.0
1906,"ובד""כ",6.0,0.0,0.0,0.0,6.0
1907,"בחו""ל",285.0,62.0,1.0,1.0,349.0
1908,"נמ""ר",51.0,0.0,0.0,0.0,51.0
1909,"אא""ג",6.0,0.0,0.0,0.0,6.0
1910,"ריק""ם",19.0,0.0,0.0,0.0,19.0
1911,"הגדנ""ע",112.0,0.0,0.0,0.0,112.0
1912,"ש""מ",15.0,0.0,0.0,0.0,15.0
1913,"מאונסק""ו",5.0,3.0,0.0,0.0,8.0
1914,"ב""אנציקלופדיה",11.0,0.0,0.0,0.0,11.0
1915,"כ""אבי",19.0,0.0,0.0,0.0,19.0
1916,"ת""ע",6.0,0.0,0.0,0.0,6.0
