,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts
1917,"י""ט",138.0,0.0,0.0,0.0,138.0
1918,"תקל""ג",7.0,0.0,0.0,0.0,7.0
1919,"ללח""י",18.0,0.0,0.0,0.0,18.0
1920,"הבעש""ט",114.0,0.0,0.0,0.0,114.0
1921,"בנתב""ג",16.0,1.0,0.0,0.0,17.0
1922,"הפו""ש",11.0,0.0,0.0,0.0,11.0
1923,"שהפלמ""ח",6.0,0.0,0.0,0.0,6.0
1924,"תקל""ב",8.0,0.0,0.0,0.0,8.0
1925,"המתנ""סים",14.0,0.0,0.0,0.0,14.0
1926,"ק""ב",11.0,0.0,0.0,0.0,11.0
1927,"אק""ג",11.0,0.0,0.0,0.0,11.0
1928,"כטב""מ",1.0,16.0,0.0,0.0,17.0
1929,"התל""ג",41.0,0.0,0.0,0.0,41.0
1930,"לבעש""ט",7.0,0.0,0.0,0.0,7.0
1931,"ה""בלתי",9.0,0.0,0.0,0.0,9.0
1932,"תקס""ד",6.0,0.0,0.0,0.0,6.0
1933,"תר""ם",10.0,0.0,0.0,0.0,10.0
1934,"תרע""א",43.0,0.0,0.0,0.0,43.0
1935,"ובחז""ל",11.0,0.0,0.0,0.0,11.0
1936,"הריב""ש",14.0,0.0,0.0,0.0,14.0
1937,"בהל""ץ",8.0,0.0,0.0,0.0,8.0
1938,"מאמ""ת",9.0,0.0,0.0,0.0,9.0
1939,"לק""מ",8.0,0.0,0.0,0.0,8.0
1940,"האר""י",272.0,0.0,0.0,0.0,272.0
1941,"תשע""ה",161.0,0.0,0.0,0.0,161.0
1942,"ס""ז",8.0,0.0,0.0,0.0,8.0
1943,"סה""כ",153.0,5.0,0.0,0.0,158.0
1944,"בעש""ט",7.0,0.0,0.0,0.0,7.0
1945,"כ""משפט",7.0,0.0,0.0,0.0,7.0
1946,"ר""ן",6.0,0.0,0.0,0.0,6.0
1947,"ה""קלאסי",8.0,1.0,0.0,0.0,9.0
1948,"תר""ץ",46.0,0.0,0.0,0.0,46.0
1949,"כ""מדע",6.0,0.0,0.0,0.0,6.0
1950,"קה""ת",71.0,0.0,0.0,0.0,71.0
1951,"כ""ספר",7.0,0.0,0.0,0.0,7.0
1952,"ו""צ",7.0,0.0,0.0,0.0,7.0
1953,"ל""מפלגת",10.0,0.0,0.0,0.0,10.0
1954,"ל""הרפובליקה",7.0,0.0,0.0,0.0,7.0
1955,"ה""חיפושית",7.0,0.0,0.0,0.0,7.0
1956,"בנדל""ן",21.0,0.0,0.0,0.0,21.0
1957,"כ""להקת",6.0,0.0,0.0,0.0,6.0
1958,"הלח""י",153.0,0.0,0.0,0.0,153.0
1959,"כטב""מים",10.0,71.0,1.0,0.0,82.0
1960,"כטב""ם",8.0,6.0,0.0,0.0,14.0
1961,"ב""ממשלת",7.0,2.0,0.0,0.0,9.0
1962,"תשמ""ח",163.0,0.0,0.0,0.0,163.0
1963,"מט""ח",306.0,4.0,0.0,0.0,310.0
1964,"חו""מ",6.0,0.0,0.0,0.0,6.0
1965,"ל""צ",8.0,0.0,0.0,0.0,8.0
1966,"ל""מלחמת",12.0,6.0,0.0,0.0,18.0
1967,"פ""ג",12.0,0.0,0.0,0.0,12.0
1968,"ל""כל",10.0,0.0,0.0,0.0,10.0
1969,"צ""ד",7.0,0.0,0.0,0.0,7.0
1970,"ז""א",19.0,0.0,0.0,0.0,19.0
1971,"נ""ב",15.0,0.0,0.0,0.0,15.0
1972,"המבי""ט",15.0,0.0,0.0,0.0,15.0
1973,"תשמ""ג",188.0,0.0,0.0,0.0,188.0
1974,"אי""ש",10.0,0.0,0.0,0.0,10.0
1975,"מהרי""ל",10.0,0.0,0.0,0.0,10.0
1976,"בהר""ן",10.0,0.0,0.0,0.0,10.0
1977,"כ""רפובליקה",6.0,0.0,0.0,0.0,6.0
1978,"ש""ס",339.0,2.0,0.0,0.0,341.0
1979,"התשמ""ו",6.0,0.0,0.0,0.0,6.0
1980,"הש""ג",5.0,0.0,1.0,0.0,6.0
1981,"ת""ק",11.0,0.0,0.0,0.0,11.0
1982,"שח""ל",9.0,0.0,0.0,0.0,9.0
1983,"שד""ל",37.0,0.0,0.0,0.0,37.0
1984,"תשכ""ה",110.0,0.0,0.0,0.0,110.0
1985,"אג""מ",8.0,1.0,0.0,0.0,9.0
1986,"הש""ך",23.0,0.0,0.0,0.0,23.0
1987,"ב""צוק",2.0,12.0,2.0,0.0,16.0
1988,"סמח""ט",12.0,0.0,0.0,0.0,12.0
1989,"ועפ""י",7.0,0.0,0.0,0.0,7.0
1990,"תשצ""ח",7.0,0.0,0.0,0.0,7.0
1991,"מת""א",7.0,0.0,0.0,0.0,7.0
1992,"מחז""ל",9.0,0.0,0.0,0.0,9.0
1993,"ושו""ת",11.0,0.0,0.0,0.0,11.0
1994,"תק""ג",6.0,0.0,0.0,0.0,6.0
1995,"קמ""ג",12.0,0.0,0.0,0.0,12.0
1996,"הקב""ה",131.0,0.0,0.0,0.0,131.0
1997,"נתב""ג",19.0,2.0,0.0,0.0,21.0
1998,"כ""מורה",7.0,0.0,0.0,0.0,7.0
1999,"תרע""ג",44.0,0.0,0.0,0.0,44.0
2000,"תשי""ח",95.0,0.0,0.0,0.0,95.0
2001,"ביו""ד",25.0,0.0,0.0,0.0,25.0
2002,"היו""ד",17.0,0.0,0.0,0.0,17.0
2003,"תשל""ד",124.0,1.0,0.0,0.0,125.0
2004,"ב""הצופה",8.0,0.0,0.0,0.0,8.0
2005,"ה""מורה",8.0,0.0,0.0,0.0,8.0
2006,"ה""חכם",9.0,0.0,0.0,0.0,9.0
2007,"אג""ם",79.0,2.0,0.0,0.0,81.0
2008,"ו""היה",7.0,0.0,0.0,0.0,7.0
2009,"האג""ם",8.0,0.0,0.0,0.0,8.0
2010,"קמב""ץ",11.0,0.0,0.0,0.0,11.0
2011,"לצד""ל",14.0,0.0,0.0,0.0,14.0
2012,"סמג""ד",9.0,0.0,0.0,0.0,9.0
2013,"יק""ל",10.0,0.0,0.0,0.0,10.0
2014,"צמ""פ",7.0,0.0,0.0,0.0,7.0
2015,"ל""שלום",11.0,0.0,0.0,0.0,11.0
2016,"החרמ""ש",9.0,0.0,0.0,0.0,9.0
2017,"חרמ""ש",42.0,0.0,0.0,0.0,42.0
2018,"ב""הנסיך",6.0,0.0,0.0,0.0,6.0
2019,"זחל""מים",27.0,0.0,0.0,0.0,27.0
2020,"ו""שלום",8.0,0.0,0.0,0.0,8.0
2021,"סמ""פ",7.0,0.0,0.0,0.0,7.0
2022,"תול""רים",6.0,0.0,0.0,0.0,6.0
2023,"ל""ניר",6.0,0.0,0.0,0.0,6.0
2024,"חה""ן",40.0,0.0,0.0,0.0,40.0
2025,"תת""ל",10.0,0.0,0.0,0.0,10.0
2026,"תש""כ",10.0,0.0,0.0,0.0,10.0
2027,"והחי""ר",9.0,0.0,0.0,0.0,9.0
2028,"ביהמ""ש",18.0,2.0,0.0,0.0,20.0
2029,"רע""ב",8.0,0.0,0.0,0.0,8.0
2030,"מהרש""א",10.0,0.0,0.0,0.0,10.0
2031,"לחי""ר",26.0,0.0,0.0,0.0,26.0
2032,"הנ""ט",70.0,5.0,0.0,0.0,75.0
2033,"מ""פ",22.0,2.0,0.0,0.0,24.0
2034,"חפ""ק",10.0,0.0,1.0,0.0,11.0
2035,"המח""ט",43.0,0.0,0.0,0.0,43.0
2036,"הסמח""ט",7.0,0.0,0.0,0.0,7.0
2037,"רז""ה",10.0,0.0,0.0,0.0,10.0
2038,"הב""ח",12.0,0.0,0.0,0.0,12.0
2039,"ב""ח",8.0,0.0,0.0,0.0,8.0
2040,"מהרש""ל",12.0,0.0,0.0,0.0,12.0
2041,"המטכ""ל",93.0,6.0,1.0,0.0,100.0
2042,"לרס""ג",7.0,0.0,0.0,0.0,7.0
2043,"תקפ""ט",12.0,0.0,0.0,0.0,12.0
2044,"ע""ד",12.0,0.0,0.0,0.0,12.0
2045,"כ""תוכנית",6.0,0.0,0.0,0.0,6.0
2046,"המאמ""ת",11.0,0.0,0.0,0.0,11.0
2047,"מהדו""ח",6.0,3.0,0.0,0.0,9.0
2048,"ואצ""ל",9.0,0.0,0.0,0.0,9.0
2049,"ב""מלחמה",12.0,0.0,0.0,0.0,12.0
2050,"שיו""ר",8.0,0.0,0.0,0.0,8.0
2051,"שו""תים",9.0,0.0,0.0,0.0,9.0
2052,"אב""א",44.0,0.0,0.0,0.0,44.0
2053,"הי""ג",7.0,0.0,0.0,0.0,7.0
2054,"תש""ס",190.0,0.0,0.0,0.0,190.0
2055,"הט""ז",14.0,0.0,0.0,0.0,14.0
2056,"פלס""ר",48.0,0.0,0.0,0.0,48.0
2057,"מו""ד",8.0,0.0,0.0,0.0,8.0
2058,"מהתמ""ג",95.0,33.0,0.0,0.0,128.0
2059,"תרי""ד",10.0,0.0,0.0,0.0,10.0
2060,"ש""ישראל",5.0,3.0,0.0,0.0,8.0
2061,"תרצ""ו",163.0,0.0,0.0,0.0,163.0
2062,"ו""ספר",17.0,0.0,0.0,0.0,17.0
2063,"כ""אתר",8.0,0.0,0.0,0.0,8.0
2064,"בגדנ""ע",12.0,0.0,0.0,0.0,12.0
2065,"תשע""א",236.0,1.0,0.0,0.0,237.0
2066,"ראב""ע",34.0,0.0,0.0,0.0,34.0
2067,"ל""אני",7.0,0.0,0.0,0.0,7.0
2068,"ב""אני",12.0,0.0,0.0,0.0,12.0
2069,"בע""פ",6.0,0.0,0.0,0.0,6.0
2070,"תקפ""ד",7.0,0.0,0.0,0.0,7.0
2071,"הפק""פ",13.0,0.0,0.0,0.0,13.0
2072,"ת""י",25.0,1.0,0.0,0.0,26.0
2073,"פוע""ה",6.0,0.0,0.0,0.0,6.0
2074,"תשי""א",91.0,0.0,0.0,0.0,91.0
2075,"תשכ""א",79.0,0.0,0.0,0.0,79.0
2076,"מהתנ""ך",99.0,0.0,0.0,0.0,99.0
2077,"תקנ""ט",8.0,0.0,0.0,0.0,8.0
2078,"ל""כיכר",12.0,0.0,0.0,0.0,12.0
2079,"ותנ""ך",13.0,0.0,0.0,0.0,13.0
2080,"ו""אדם",8.0,0.0,0.0,0.0,8.0
2081,"הקג""ב",7.0,0.0,0.0,0.0,7.0
2082,"מ""ארבע",7.0,0.0,0.0,0.0,7.0
2083,"ו""הסנדק",6.0,0.0,0.0,0.0,6.0
2084,"למהר""ל",11.0,0.0,0.0,0.0,11.0
2085,"השל""ה",51.0,0.0,0.0,0.0,51.0
2086,"לפנה""ס",7907.0,1.0,0.0,0.0,7908.0
2087,"הא""ב",22.0,0.0,0.0,0.0,22.0
2088,"ל""נשיא",9.0,0.0,0.0,0.0,9.0
2089,"א""ב",39.0,0.0,0.0,0.0,39.0
2090,"ב""זהו",6.0,0.0,0.0,0.0,6.0
2091,"החז""לית",14.0,0.0,0.0,0.0,14.0
2092,"ו""צעירי",6.0,0.0,0.0,0.0,6.0
2093,"ב""רחוב",8.0,1.0,0.0,0.0,9.0
2094,"ב""פארק",7.0,0.0,0.0,0.0,7.0
2095,"ב""שלום",7.0,0.0,0.0,0.0,7.0
2096,"ב""פסיק",6.0,0.0,0.0,0.0,6.0
2097,"כ""מלכת",11.0,0.0,0.0,0.0,11.0
2098,"ממ""ד",17.0,7.0,0.0,0.0,24.0
2099,"ונאס""א",8.0,0.0,0.0,0.0,8.0
2100,"סופ""ש",6.0,0.0,0.0,0.0,6.0
2101,"המנכ""ל",79.0,5.0,0.0,0.0,84.0
2102,"בט""ו",96.0,0.0,0.0,0.0,96.0
2103,"תש""ל",125.0,0.0,0.0,0.0,125.0
2104,"כ""טרור",3.0,3.0,0.0,0.0,6.0
2105,"שב""כ",62.0,16.0,2.0,0.0,80.0
2106,"הי""א",16.0,0.0,0.0,0.0,16.0
2107,"ב""כיכר",8.0,0.0,0.0,0.0,8.0
2108,"בגל""צ",11.0,0.0,0.0,0.0,11.0
2109,"ל""חדשות",14.0,0.0,0.0,0.0,14.0
2110,"כ""מוזיקה",8.0,0.0,0.0,0.0,8.0
2111,"ב""חדשות",17.0,0.0,0.0,0.0,17.0
2112,"אד""ו",10.0,0.0,0.0,0.0,10.0
2113,"בפלמ""ח",94.0,0.0,0.0,0.0,94.0
2114,"ו""הארץ",12.0,0.0,0.0,0.0,12.0
2115,"ומעהב""ט",11.0,0.0,0.0,0.0,11.0
2116,"מחמל""י",12.0,0.0,0.0,0.0,12.0
2117,"ה""סופר",6.0,0.0,0.0,0.0,6.0
2118,"רנ""ק",7.0,0.0,0.0,0.0,7.0
2119,"הלהט""ב",103.0,0.0,0.0,0.0,103.0
2120,"ה""היסטוריות",6.0,0.0,0.0,0.0,6.0
2121,"כח""כ",12.0,0.0,0.0,0.0,12.0
2122,"מהפת""ח",9.0,0.0,0.0,0.0,9.0
2123,"ומפכ""ל",3.0,3.0,0.0,0.0,6.0
2124,"לתל""ג",4.0,4.0,0.0,0.0,8.0
2125,"ויו""ר",161.0,12.0,0.0,0.0,173.0
2126,"להט""ב",136.0,2.0,0.0,0.0,138.0
2127,"סג""ל",30.0,0.0,0.0,0.0,30.0
2128,"הפלמ""ח",715.0,1.0,0.0,0.0,716.0
2129,"צסק""א",66.0,0.0,0.0,0.0,66.0
2130,"צ""ס",7.0,0.0,0.0,0.0,7.0
2131,"לצסק""א",7.0,0.0,0.0,0.0,7.0
2132,"כ""כלי",5.0,1.0,0.0,0.0,6.0
2133,"תרנ""ג",23.0,0.0,0.0,0.0,23.0
2134,"הרש""ב",21.0,0.0,0.0,0.0,21.0
2135,"כ""מחוז",6.0,0.0,0.0,0.0,6.0
2136,"ל""פרויקט",6.0,3.0,0.0,0.0,9.0
2137,"ש""אם",12.0,3.0,0.0,0.0,15.0
2138,"ת""ס",21.0,0.0,0.0,0.0,21.0
2139,"מהפלמ""ח",6.0,0.0,0.0,0.0,6.0
2140,"תרע""ו",23.0,0.0,0.0,0.0,23.0
2141,"מב""ע",8.0,0.0,0.0,0.0,8.0
2142,"שהתמ""ג",6.0,0.0,0.0,0.0,6.0
2143,"ה""יסודות",9.0,0.0,0.0,0.0,9.0
2144,"ב""יסודות",6.0,0.0,0.0,0.0,6.0
2145,"ס""ס",10.0,0.0,0.0,0.0,10.0
2146,"ב""מיין",8.0,0.0,0.0,0.0,8.0
2147,"ב""מנספילד",6.0,0.0,0.0,0.0,6.0
2148,"התשי""ט",8.0,0.0,0.0,0.0,8.0
2149,"המ""מ",25.0,0.0,0.0,0.0,25.0
2150,"הקב""א",12.0,0.0,0.0,0.0,12.0
2151,"בי""א",39.0,0.0,0.0,0.0,39.0
2152,"רא""ל",25.0,17.0,0.0,0.0,42.0
2153,"הרשב""ץ",19.0,0.0,0.0,0.0,19.0
2154,"סג""ם",26.0,0.0,0.0,0.0,26.0
2155,"רס""ל",20.0,0.0,0.0,0.0,20.0
2156,"ב""קרן",6.0,0.0,0.0,0.0,6.0
2157,"ה""ש",5.0,2.0,0.0,0.0,7.0
2158,"המ""מים",7.0,0.0,0.0,0.0,7.0
2159,"ה""אחר",6.0,1.0,0.0,0.0,7.0
2160,"בית""ר",715.0,0.0,0.0,0.0,715.0
2161,"תש""י",132.0,0.0,0.0,0.0,132.0
2162,"רס""ר",27.0,0.0,1.0,0.0,28.0
2163,"למג""ד",6.0,0.0,0.0,0.0,6.0
2164,"הצה""ליים",6.0,1.0,0.0,0.0,7.0
2165,"מ""כים",68.0,0.0,0.0,0.0,68.0
2166,"מ""המוסד",6.0,0.0,0.0,0.0,6.0
2167,"סטי""לים",9.0,0.0,0.0,0.0,9.0
2168,"באו""ם",226.0,82.0,0.0,0.0,308.0
2169,"או""ם",42.0,25.0,0.0,0.0,67.0
2170,"אש""פ",2.0,48.0,0.0,0.0,50.0
2171,"סטי""ל",11.0,0.0,0.0,0.0,11.0
2172,"הפלס""ר",34.0,0.0,1.0,0.0,35.0
2173,"בחפ""ק",5.0,0.0,5.0,0.0,10.0
2174,"הצל""ש",21.0,0.0,0.0,0.0,21.0
2175,"מו""ל",98.0,0.0,0.0,0.0,98.0
2176,"ל""כיבוש",5.0,1.0,0.0,0.0,6.0
2177,"חמו""ל",48.0,0.0,0.0,0.0,48.0
2178,"תשי""ד",99.0,0.0,0.0,0.0,99.0
2179,"ו""משמר",6.0,0.0,0.0,0.0,6.0
2180,"וחז""ל",21.0,0.0,0.0,0.0,21.0
2181,"בה""א",8.0,0.0,0.0,0.0,8.0
2182,"ל""פתרון",6.0,2.0,0.0,0.0,8.0
2183,"ל""ט",41.0,3.0,0.0,0.0,44.0
2184,"והרא""ש",21.0,0.0,0.0,0.0,21.0
2185,"כ""מקום",11.0,0.0,0.0,0.0,11.0
2186,"כ""פגיע",6.0,0.0,0.0,0.0,6.0
2187,"תש""ך",90.0,0.0,0.0,0.0,90.0
2188,"שס""ה",8.0,0.0,0.0,0.0,8.0
2189,"ל""חינוך",6.0,0.0,0.0,0.0,6.0
2190,"תשנ""ט",175.0,0.0,0.0,0.0,175.0
2191,"בסד""כ",3.0,5.0,1.0,0.0,9.0
2192,"פקמ""ז",1.0,21.0,0.0,0.0,22.0
2193,"פקע""ר",1.0,31.0,0.0,0.0,32.0
2194,"תש""א",56.0,0.0,0.0,0.0,56.0
2195,"האצ""ל",786.0,0.0,0.0,0.0,786.0
2196,"מק""כ",7.0,0.0,0.0,0.0,7.0
2197,"מקל""ר",6.0,0.0,0.0,0.0,6.0
2198,"תרפ""ט",257.0,1.0,0.0,0.0,258.0
2199,"באצ""ל",45.0,0.0,0.0,0.0,45.0
2200,"אצ""ל",264.0,0.0,0.0,0.0,264.0
2201,"והאצ""ל",26.0,0.0,0.0,0.0,26.0
2202,"ות""א",9.0,0.0,0.0,0.0,9.0
2203,"ו""הפועל",9.0,0.0,0.0,0.0,9.0
2204,"ק""ג",1057.0,34.0,1.0,0.0,1092.0
2205,"ע""מ",11.0,3.0,0.0,0.0,14.0
2206,"ה""אילת",8.0,0.0,0.0,0.0,8.0
2207,"הרס""ר",6.0,0.0,0.0,0.0,6.0
2208,"ל""בית",62.0,1.0,0.0,0.0,63.0
2209,"וצל""שים",10.0,0.0,0.0,0.0,10.0
2210,"ס""פ",10.0,0.0,0.0,0.0,10.0
2211,"ביהל""ם",8.0,0.0,0.0,0.0,8.0
2212,"הקהנ""ר",6.0,0.0,0.0,0.0,6.0
2213,"הפומ""ה",28.0,0.0,0.0,0.0,28.0
2214,"המח""ץ",10.0,0.0,0.0,0.0,10.0
2215,"המחס""ר",7.0,0.0,0.0,0.0,7.0
2216,"רק""ם",53.0,2.0,0.0,0.0,55.0
2217,"בבהל""ץ",7.0,0.0,0.0,0.0,7.0
2218,"המ""כים",9.0,0.0,0.0,0.0,9.0
2219,"תרמ""ד",24.0,0.0,0.0,0.0,24.0
2220,"ליהל""ם",7.0,0.0,0.0,0.0,7.0
2221,"המטכ""לי",7.0,2.0,0.0,0.0,9.0
2222,"הנצי""ב",95.0,0.0,0.0,0.0,95.0
2223,"רס""ם",6.0,0.0,0.0,0.0,6.0
2224,"תרנ""ד",16.0,0.0,0.0,0.0,16.0
2225,"הטנ""א",7.0,0.0,0.0,0.0,7.0
2226,"גדס""ר",22.0,0.0,0.0,0.0,22.0
2227,"הרידב""ז",13.0,0.0,0.0,0.0,13.0
2228,"קמ""ט",7.0,0.0,0.0,0.0,7.0
2229,"כמ""מ",9.0,0.0,0.0,0.0,9.0
2230,"ה""חפץ",13.0,0.0,0.0,0.0,13.0
2231,"להט""בי",5.0,1.0,0.0,0.0,6.0
2232,"ראב""ד",26.0,0.0,0.0,0.0,26.0
2233,"יו""ל",7.0,0.0,0.0,0.0,7.0
2234,"שלצה""ל",1.0,5.0,0.0,0.0,6.0
2235,"כ""בלתי",12.0,1.0,0.0,0.0,13.0
2236,"רי""ש",19.0,0.0,0.0,0.0,19.0
2237,"במ""ש",6.0,0.0,0.0,0.0,6.0
2238,"הרי""ש",8.0,0.0,0.0,0.0,8.0
2239,"כמזכ""ל",45.0,2.0,0.0,0.0,47.0
2240,"בי""ת",18.0,0.0,1.0,0.0,19.0
2241,"ו""הכל",7.0,0.0,0.0,0.0,7.0
2242,"כ""ף",16.0,0.0,0.0,0.0,16.0
2243,"פ""ה",8.0,0.0,0.0,0.0,8.0
2244,"ת""ו",12.0,0.0,0.0,0.0,12.0
2245,"גימ""ל",11.0,0.0,0.0,0.0,11.0
2246,"דל""ת",11.0,0.0,0.0,0.0,11.0
2247,"טי""ת",11.0,0.0,0.0,0.0,11.0
2248,"צד""י",11.0,0.0,0.0,0.0,11.0
2249,"התשס""ג",7.0,0.0,0.0,0.0,7.0
2250,"נאט""ו",395.0,208.0,0.0,0.0,603.0
2251,"התשכ""ה",9.0,1.0,0.0,0.0,10.0
2252,"כ""ארץ",12.0,0.0,0.0,0.0,12.0
2253,"קו""ף",6.0,0.0,0.0,0.0,6.0
2254,"והנח""ל",7.0,0.0,0.0,0.0,7.0
2255,"כ""שר",8.0,0.0,0.0,0.0,8.0
2256,"ו""ו",13.0,0.0,0.0,0.0,13.0
2257,"הרש""ר",29.0,0.0,0.0,0.0,29.0
2258,"שי""ן",20.0,0.0,0.0,0.0,20.0
2259,"סמ""ך",11.0,0.0,0.0,0.0,11.0
2260,"ונגמ""ש",7.0,0.0,0.0,0.0,7.0
2261,"מזכ""ל",216.0,61.0,0.0,0.0,277.0
2262,"עי""ן",10.0,0.0,0.0,0.0,10.0
2263,"ל""שינוי",5.0,1.0,0.0,0.0,6.0
2264,"הח""כים",23.0,0.0,0.0,0.0,23.0
2265,"כפ""ת",23.0,0.0,0.0,0.0,23.0
2266,"כד""ר",7.0,1.0,0.0,0.0,8.0
2267,"וי""ו",18.0,0.0,0.0,0.0,18.0
2268,"האל""ף",6.0,0.0,0.0,0.0,6.0
2269,"למפד""ל",16.0,0.0,0.0,0.0,16.0
2270,"מפת""ח",5.0,1.0,1.0,0.0,7.0
2271,"שבתנ""ך",18.0,0.0,0.0,0.0,18.0
2272,"בחד""ש",6.0,1.0,0.0,0.0,7.0
2273,"ממק""י",9.0,0.0,0.0,0.0,9.0
2274,"יו""ד",70.0,0.0,0.0,0.0,70.0
2275,"ב""מגרש",10.0,0.0,0.0,0.0,10.0
2276,"תר""ג",9.0,0.0,0.0,0.0,9.0
2277,"הגרי""ד",16.0,0.0,0.0,0.0,16.0
2278,"אט""ן",12.0,0.0,0.0,0.0,12.0
2279,"ב""מלחמת",28.0,2.0,0.0,0.0,30.0
2280,"ו""באטמן",6.0,0.0,0.0,0.0,6.0
2281,"למפכ""ל",9.0,1.0,0.0,0.0,10.0
2282,"שבע""פ",7.0,0.0,0.0,0.0,7.0
2283,"ע""ר",12.0,0.0,0.0,0.0,12.0
2284,"החת""ס",8.0,0.0,0.0,0.0,8.0
2285,"הנ""ד",14.0,0.0,0.0,0.0,14.0
2286,"תרמ""ט",36.0,0.0,0.0,0.0,36.0
2287,"נדל""ן",119.0,6.0,0.0,0.0,125.0
2288,"נאס""א",538.0,1.0,0.0,0.0,539.0
2289,"לחל""ת",3.0,4.0,1.0,0.0,8.0
2290,"ב""עיר",9.0,1.0,0.0,0.0,10.0
2291,"המהר""ל",213.0,0.0,0.0,0.0,213.0
2292,"ק""ט",12.0,0.0,0.0,0.0,12.0
2293,"ל""בתי",7.0,0.0,0.0,0.0,7.0
2294,"מו""פ",16.0,2.0,0.0,0.0,18.0
2295,"ה""סטאר",8.0,0.0,0.0,0.0,8.0
2296,"ב""מחנה",9.0,2.0,0.0,0.0,11.0
