base_acronym,acronym,wiki_counts,inss_counts,fauda_counts,teheran_counts,total_counts,n_united
"מו""מ","['מו""מ', 'המו""מ', 'במו""מ']",3.0,28.0,2.0,0.0,33.0,3
"מו""ס","['מו""ס']",4.0,0.0,0.0,0.0,4.0,1
"מו""פ","['מו""פ', 'המו""פ', 'במו""פ']",27.0,10.0,0.0,0.0,37.0,3
"מו""ר","['מו""ר']",8.0,0.0,0.0,0.0,8.0,1
"מוהר""ן","['מוהר""ן']",53.0,0.0,0.0,0.0,53.0,1
"מוכ""ז","['למוכ""ז']",5.0,0.0,0.0,0.0,5.0,1
"מועבי""ט","['מועבי""ט']",0.0,4.0,0.0,0.0,4.0,1
"מופ""ת","['מופ""ת']",26.0,0.0,0.0,0.0,26.0,1
"מוצ""ש","['מוצ""ש', 'למוצ""ש', 'במוצ""ש']",12.0,1.0,0.0,0.0,13.0,3
"מז""פ","['מז""פ']",8.0,1.0,1.0,0.0,10.0,1
"מזא""ה","['מזא""ה']",32.0,0.0,0.0,0.0,32.0,1
"מזה""ת","['במזה""ת']",1.0,4.0,0.0,0.0,5.0,1
"מזי""א","['מזי""א']",25.0,0.0,0.0,0.0,25.0,1
"מזכ""ל","['ומזכ""ל', 'והמזכ""ל', 'המזכ""ל', 'למזכ""ל', 'מזכ""ל', 'כמזכ""ל']",361.0,86.0,0.0,0.0,447.0,6
"מזכ""לי","['מזכ""לי']",8.0,0.0,0.0,0.0,8.0,1
"מזל""ט","['מזל""ט']",12.0,0.0,4.0,0.0,16.0,1
"מזל""טים","['מזל""טים']",14.0,0.0,0.0,0.0,14.0,1
"מזקו""ם","['המזקו""ם', 'במזקו""ם', 'מזקו""ם']",57.0,0.0,0.0,0.0,57.0,3
"מח""ט","['מח""ט', 'למח""ט', 'המח""ט', 'כמח""ט']",107.0,1.0,1.0,0.0,109.0,4
"מח""ל","['המח""ל']",14.0,0.0,0.0,0.0,14.0,1
"מח""מ","['המח""מ']",8.0,0.0,0.0,0.0,8.0,1
"מח""ץ","['המח""ץ']",10.0,0.0,0.0,0.0,10.0,1
"מח""צ","['המח""צ']",4.0,0.0,0.0,0.0,4.0,1
"מח""ש","['מח""ש', 'למח""ש']",17.0,0.0,0.0,0.0,17.0,2
"מחט""ב","['למחט""ב', 'במחט""ב']",9.0,0.0,0.0,0.0,9.0,2
"מחס""ר","['המחס""ר']",7.0,0.0,0.0,0.0,7.0,1
"מט""ח","['מט""ח', 'ומט""ח', 'במט""ח', 'למט""ח', 'המט""ח']",363.0,23.0,0.0,0.0,386.0,5
"מטכ""ל","['והמטכ""ל', 'למטכ""ל', 'מהמטכ""ל', 'מטכ""ל', 'המטכ""ל', 'במטכ""ל']",485.0,16.0,2.0,0.0,503.0,6
"מטכ""לי","['מטכ""לי', 'המטכ""לי']",11.0,3.0,0.0,0.0,14.0,2
"מטכ""לית","['המטכ""לית', 'מטכ""לית']",17.0,2.0,0.0,0.0,19.0,2
"מטל""ר","['מטל""ר']",4.0,0.0,0.0,0.0,4.0,1
"מטל""רים","['מטל""רים']",4.0,0.0,0.0,0.0,4.0,1
"מטע""ד","['מטע""ד']",4.0,0.0,0.0,0.0,4.0,1
"מיכ""ל","['מיכ""ל']",9.0,0.0,0.0,0.0,9.0,1
"מיצ""ב","['המיצ""ב']",4.0,0.0,0.0,0.0,4.0,1
"מכ""ם","['מכ""ם', 'המכ""ם', 'מהמכ""ם', 'והמכ""ם', 'למכ""ם', 'שהמכ""ם', 'במכ""ם', 'ממכ""ם']",634.0,15.0,0.0,9.0,658.0,8
"מכ""מים","['מכ""מים', 'המכ""מים']",48.0,5.0,0.0,1.0,54.0,2
"מכת""ז","['המכת""ז']",4.0,0.0,0.0,0.0,4.0,1
"מל""ב","['מל""ב']",15.0,0.0,0.0,0.0,15.0,1
"מל""ג","['במל""ג', 'המל""ג', 'מל""ג', 'למל""ג']",30.0,1.0,0.0,0.0,31.0,4
"מל""ו","['מל""ו']",4.0,0.0,0.0,0.0,4.0,1
"מל""ח","['מל""ח']",1.0,12.0,0.0,0.0,13.0,1
"מל""ט","['מל""ט', 'המל""ט']",14.0,22.0,0.0,0.0,36.0,2
"מל""טים","['במל""טים', 'המל""טים', 'מל""טים']",20.0,62.0,0.0,0.0,82.0,3
"מל""י","['מל""י']",4.0,0.0,0.0,0.0,4.0,1
"מל""ל","['המל""ל', 'מל""ל']",39.0,26.0,0.0,0.0,65.0,2
"מל""מ","['המל""מ', 'מל""מ']",37.0,1.0,4.0,0.0,42.0,2
"מל""ת","['במל""ת', 'המל""ת']",0.0,24.0,0.0,0.0,24.0,2
"מלבי""ם","['המלבי""ם', 'והמלבי""ם', 'מלבי""ם']",76.0,0.0,0.0,0.0,76.0,3
"מלה""ע","['מלה""ע', 'במלה""ע']",11.0,1.0,0.0,0.0,12.0,2
"מלכ""ר","['מלכ""ר', 'המלכ""ר']",34.0,0.0,0.0,0.0,34.0,2
"מלכ""רים","['מלכ""רים']",5.0,0.0,0.0,0.0,5.0,1
"מלמ""ב","['המלמ""ב']",28.0,3.0,0.0,0.0,31.0,1
"מלמ""ק","['מלמ""ק']",29.0,0.0,0.0,0.0,29.0,1
"מלמ""ש","['מלמ""ש']",19.0,0.0,0.0,0.0,19.0,1
"מלש""ב","['המלש""ב', 'מלש""ב']",15.0,1.0,0.0,0.0,16.0,2
"מלש""בים","['המלש""בים', 'מלש""בים', 'למלש""בים']",22.0,1.0,0.0,0.0,23.0,3
"ממ""ד","['ממ""ד', 'הממ""ד']",24.0,8.0,0.0,0.0,32.0,2
"ממ""ן","['ממ""ן']",4.0,0.0,0.0,0.0,4.0,1
"ממח""ע","['הממח""ע']",4.0,0.0,0.0,0.0,4.0,1
"ממר""ם","['לממר""ם', 'ממר""ם']",41.0,0.0,0.0,0.0,41.0,2
"מנא""ז","['המנא""ז']",0.0,5.0,0.0,0.0,5.0,1
"מנאט""ו","['מנאט""ו']",4.0,3.0,0.0,0.0,7.0,1
"מנאס""א","['מנאס""א']",11.0,0.0,0.0,0.0,11.0,1
"מנהא""ז","['המנהא""ז']",0.0,22.0,0.0,0.0,22.0,1
"מנכ""ל","['ומנכ""לית', 'כמנכ""ל', 'ממנכ""ל', 'שמנכ""ל', 'וכמנכ""ל', 'המנכ""ל', 'ומנכ""ל', 'והמנכ""ל', 'למנכ""ל', 'מנכ""ל']",924.0,56.0,0.0,0.0,980.0,10
"מנכ""לי","['מנכ""לי']",14.0,2.0,0.0,0.0,16.0,1
"מנכ""לים","['המנכ""לים', 'מנכ""לים']",18.0,15.0,0.0,0.0,33.0,2
"מנכ""לית","['המנכ""לית', 'מנכ""לית', 'למנכ""לית', 'כמנכ""לית']",64.0,6.0,0.0,0.0,70.0,4
"מנצפ""ך","['מנצפ""ך']",7.0,0.0,0.0,0.0,7.0,1
"מנת""ק","['מנת""ק']",6.0,0.0,0.0,0.0,6.0,1
"מס""ר","['מס""ר']",4.0,0.0,0.0,0.0,4.0,1
"מס""ש","['מס""ש']",4.0,0.0,0.0,0.0,4.0,1
"מסת""ב","['מסת""ב']",10.0,0.0,0.0,0.0,10.0,1
"מע""מ","['המע""מ', 'ממע""מ', 'במע""מ', 'ומע""מ', 'מע""מ']",129.0,14.0,0.0,0.0,143.0,5
"מע""צ","['מע""צ']",18.0,0.0,0.0,0.0,18.0,1
"מע""ר","['המע""ר', 'מע""ר', 'למע""ר']",33.0,0.0,0.0,0.0,33.0,3
"מע""רים","['מע""רים']",5.0,0.0,0.0,0.0,5.0,1
"מעו""ף","['המעו""ף']",5.0,0.0,0.0,0.0,5.0,1
"מפ""ם","['במפ""ם', 'ממפ""ם', 'למפ""ם', 'ומפ""ם', 'מפ""ם']",503.0,0.0,0.0,0.0,503.0,5
"מפא""י","['ממפא""י', 'במפא""י', 'למפא""י', 'שמפא""י', 'מפא""י']",903.0,1.0,0.0,0.0,904.0,5
"מפא""ת","['מפא""ת']",9.0,1.0,0.0,0.0,10.0,1
"מפד""ל","['במפד""ל', 'והמפד""ל', 'מהמפד""ל', 'מפד""ל', 'המפד""ל', 'למפד""ל']",421.0,0.0,0.0,0.0,421.0,6
"מפח""ש","['מפח""ש', 'המפח""ש']",28.0,0.0,0.0,0.0,28.0,2
"מפכ""ל","['כמפכ""ל', 'המפכ""ל', 'מפכ""ל', 'ומפכ""ל', 'למפכ""ל']",104.0,17.0,0.0,0.0,121.0,5
"מפכ""ש","['המפכ""ש']",5.0,0.0,0.0,0.0,5.0,1
"מצ""ד","['מצ""ד']",11.0,0.0,0.0,0.0,11.0,1
"מצ""ח","['במצ""ח', 'מצ""ח']",22.0,1.0,0.0,0.0,23.0,2
"מציל""ה","['מציל""ה']",12.0,0.0,0.0,0.0,12.0,1
"מק""י","['ממק""י', 'במק""י', 'ומק""י', 'מק""י', 'למק""י']",164.0,0.0,0.0,0.0,164.0,5
"מק""כ","['מק""כ', 'המק""כ']",12.0,0.0,0.0,0.0,12.0,2
"מק""מ","['מק""מ']",10.0,0.0,0.0,0.0,10.0,1
"מק""ס","['המק""ס']",2.0,10.0,0.0,0.0,12.0,1
"מקא""ם","['מקא""ם']",4.0,0.0,0.0,0.0,4.0,1
"מר""י","['ממר""י']",7.0,1.0,0.0,0.0,8.0,1
"מר""ם","['מר""ם']",5.0,0.0,0.0,0.0,5.0,1
"מר""פ","['מר""פ']",4.0,0.0,0.0,0.0,4.0,1
"מר""ץ","['מר""ץ']",5.0,0.0,0.0,0.0,5.0,1
"מרפ""א","['מרפ""א']",5.0,0.0,0.0,0.0,5.0,1
"מש""א","['מש""א']",12.0,0.0,0.0,0.0,12.0,1
"מש""ה","['מש""ה']",14.0,0.0,0.0,0.0,14.0,1
"מש""צים","['מש""צים']",7.0,0.0,0.0,0.0,7.0,1
"מש""ק","['כמש""ק', 'מש""ק']",13.0,0.0,0.0,0.0,13.0,2
"מש""קי","['ומש""קי', 'מש""קי']",9.0,0.0,0.0,0.0,9.0,2
"משה""ב","['משה""ב']",4.0,0.0,0.0,0.0,4.0,1
"משהב""ט","['משהב""ט']",8.0,1.0,0.0,0.0,9.0,1
"משת""פ","['משת""פ']",1.0,0.0,14.0,0.0,15.0,1
"משת""פים","['המשת""פים', 'משת""פים']",8.0,0.0,11.0,0.0,19.0,2
"מת""ב","['מת""ב']",8.0,0.0,0.0,0.0,8.0,1
"מת""ל","['מת""ל']",4.0,0.0,0.0,0.0,4.0,1
"מת""ן","['מת""ן']",5.0,0.0,0.0,0.0,5.0,1
"מתנ""ס","['מתנ""ס', 'במתנ""ס', 'ומתנ""ס', 'המתנ""ס']",130.0,0.0,0.0,0.0,130.0,4
"מתנ""סים","['המתנ""סים', 'ומתנ""סים', 'מתנ""סים', 'למתנ""סים']",67.0,0.0,0.0,0.0,67.0,4
"נ""א","['נ""א']",36.0,1.0,0.0,0.0,37.0,1
"נ""ב","['נ""ב']",15.0,0.0,0.0,0.0,15.0,1
"נ""ג","['נ""ג']",15.0,0.0,0.0,0.0,15.0,1
"נ""ד","['נ""ד', 'הנ""ד']",22.0,0.0,0.0,0.0,22.0,2
"נ""ה","['נ""ה']",5.0,0.0,0.0,0.0,5.0,1
"נ""ו","['נ""ו']",15.0,0.0,0.0,0.0,15.0,1
"נ""ז","['נ""ז']",13.0,0.0,0.0,0.0,13.0,1
"נ""ח","['נ""ח']",13.0,0.0,0.0,0.0,13.0,1
"נ""ט","['הנ""ט', 'ונ""ט', 'נ""ט']",416.0,25.0,0.0,0.0,441.0,3
"נ""י","['נ""י']",7.0,0.0,0.0,0.0,7.0,1
"נ""ך","['הנ""ך', 'נ""ך']",12.0,0.0,0.0,0.0,12.0,2
"נ""ל","['שהנ""ל', 'מהנ""ל']",17.0,0.0,0.0,0.0,17.0,2
"נ""מ","['ונ""מ', 'בנ""מ', 'נ""מ', 'הנ""מ']",399.0,10.0,0.0,2.0,411.0,4
"נ""ס","['נ""ס']",5.0,0.0,0.0,0.0,5.0,1
"נ""צ","['נ""צ']",4.0,0.0,5.0,1.0,10.0,1
"נא""י","['בנא""י']",9.0,0.0,0.0,0.0,9.0,1
"נא""פ","['הנא""פ', 'נא""פ']",8.0,0.0,0.0,0.0,8.0,2
"נאט""ו","['בנאט""ו', 'ובנאט""ו', 'לנאט""ו', 'ולנאט""ו', 'ונאט""ו', 'נאט""ו']",506.0,319.0,0.0,0.0,825.0,6
"נאס""א","['לנאס""א', 'ונאס""א', 'בנאס""א', 'נאס""א', 'שנאס""א']",623.0,1.0,0.0,0.0,624.0,5
"נאסד""ק","['הנאסד""ק', 'נאסד""ק', 'בנאסד""ק']",47.0,0.0,0.0,0.0,47.0,3
"נגמ""ש","['הנגמ""שים', 'לנגמ""שים', 'בנגמ""שי', 'לנגמ""ש', 'הנגמ""ש', 'נגמ""ש', 'בנגמ""ש', 'ונגמ""ש']",242.0,3.0,0.0,0.0,245.0,8
"נגמ""שי","['ונגמ""שי', 'נגמ""שי']",43.0,1.0,0.0,0.0,44.0,2
"נגמ""שים","['ונגמ""שים', 'בנגמ""שים', 'נגמ""שים']",97.0,2.0,0.0,0.0,99.0,3
"נגמחו""ן","['הנגמחו""ן']",4.0,0.0,0.0,0.0,4.0,1
"נגמשו""ט","['הנגמשו""ט']",5.0,0.0,0.0,0.0,5.0,1
"נדל""ן","['הנדל""ן', 'לנדל""ן', 'בנדל""ן', 'ונדל""ן', 'נדל""ן', 'והנדל""ן']",232.0,15.0,1.0,0.0,248.0,6
"נדל""נית","['נדל""נית']",5.0,1.0,0.0,0.0,6.0,1
"נו""ן","['נו""ן']",14.0,0.0,0.0,0.0,14.0,1
"נוע""ל","['הנוע""ל']",10.0,0.0,0.0,0.0,10.0,1
"נוע""ם","['נוע""ם']",6.0,0.0,0.0,0.0,6.0,1
"נח""ל","['הנח""ל', 'והנח""ל', 'בנח""ל', 'ונח""ל', 'מהנח""ל', 'לנח""ל', 'נח""ל']",901.0,1.0,0.0,0.0,902.0,7
"נח""לאים","['הנח""לאים']",14.0,0.0,0.0,0.0,14.0,1
"נח""ת","['נח""ת']",12.0,0.0,0.0,0.0,12.0,1
"ני""ע","['בני""ע', 'ני""ע']",11.0,0.0,0.0,0.0,11.0,2
"ניל""י","['ניל""י', 'לניל""י', 'בניל""י']",182.0,0.0,0.0,0.0,182.0,3
"נל""א","['נל""א']",8.0,0.0,0.0,0.0,8.0,1
"נל""נ","['נל""נ']",6.0,0.0,0.0,0.0,6.0,1
"נל""ר","['נל""ר']",8.0,0.0,0.0,0.0,8.0,1
"נמ""ג","['נמ""ג']",6.0,0.0,0.0,0.0,6.0,1
"נמ""ר","['נמ""רבולנס', 'נמ""ר', 'בנמ""ר', 'ונמ""ר', 'הנמ""ר']",121.0,1.0,0.0,0.0,122.0,5
"נמב""י","['נמב""י']",5.0,0.0,0.0,0.0,5.0,1
"נמר""ה","['נמר""ה']",7.0,0.0,0.0,0.0,7.0,1
"נצ""ח","['נצ""ח']",7.0,0.0,0.0,0.0,7.0,1
"נצ""מ","['נצ""מ']",4.0,0.0,0.0,0.0,4.0,1
"נצי""ב","['לנצי""ב', 'הנצי""ב']",102.0,0.0,0.0,0.0,102.0,2
"נק""י","['בנק""י']",33.0,0.0,0.0,0.0,33.0,1
"נק""ל","['נק""ל']",12.0,1.0,1.0,0.0,14.0,1
"נת""ע","['נת""ע']",26.0,0.0,0.0,0.0,26.0,1
"נתב""ג","['מנתב""ג', 'נתב""ג', 'לנתב""ג', 'בנתב""ג']",46.0,4.0,0.0,0.0,50.0,4
"ס""א","['ס""א']",8.0,0.0,0.0,0.0,8.0,1
"ס""ב","['ס""ב']",8.0,0.0,0.0,0.0,8.0,1
"ס""ג","['ס""ג']",6.0,0.0,0.0,0.0,6.0,1
"ס""ד","['ס""ד']",10.0,0.0,0.0,0.0,10.0,1
"ס""ה","['ס""ה']",10.0,0.0,0.0,0.0,10.0,1
"ס""ו","['ס""ו']",9.0,0.0,0.0,0.0,9.0,1
"ס""ז","['ס""ז']",8.0,0.0,0.0,0.0,8.0,1
"ס""ח","['ס""ח']",5.0,0.0,0.0,0.0,5.0,1
"ס""ט","['ס""ט']",15.0,0.0,0.0,0.0,15.0,1
"ס""כ","['ס""כ']",4.0,0.0,0.0,0.0,4.0,1
"ס""מ","['ס""מ']",1174.0,0.0,0.0,0.0,1174.0,1
"ס""ס","['ס""ס', 'הס""ס']",26.0,0.0,0.0,0.0,26.0,2
"ס""פ","['ס""פ', 'הס""פ']",18.0,0.0,0.0,0.0,18.0,2
"ס""ק","['ס""ק']",4.0,0.0,0.0,0.0,4.0,1
"סא""ל","['לסא""ל', 'סא""ל', 'וסא""ל']",271.0,20.0,0.0,0.0,291.0,3
"סאל""ט","['סאל""ט']",17.0,0.0,0.0,0.0,17.0,1
"סב""ר","['הסב""ר', 'בסב""ר']",17.0,0.0,0.0,0.0,17.0,2
"סבא""א","['בסבא""א', 'סבא""א', 'לסבא""א', 'שסבא""א']",19.0,266.0,0.0,0.0,285.0,4
"סג""ל","['סג""ל']",30.0,0.0,0.0,0.0,30.0,1
"סג""ם","['סג""ם']",26.0,0.0,0.0,0.0,26.0,1
"סד""גים","['הסד""גים']",4.0,0.0,0.0,0.0,4.0,1
"סד""כ","['בסד""כ', 'סד""כ', 'הסד""כ']",20.0,15.0,1.0,0.0,36.0,3
"סה""כ","['ובסה""כ', 'סה""כ', 'בסה""כ', 'וסה""כ']",305.0,11.0,0.0,0.0,316.0,4
"סה""נ","['לסה""נ']",21.0,0.0,0.0,0.0,21.0,1
"סופ""ש","['סופ""ש', 'בסופ""ש']",11.0,0.0,0.0,0.0,11.0,2
"סוק""ק","['סוק""ק']",6.0,0.0,0.0,0.0,6.0,1
"סט""י","['סט""י']",11.0,0.0,0.0,0.0,11.0,1
"סטי""ל","['סטי""לים', 'בסטי""ל', 'סטי""ל']",25.0,0.0,0.0,0.0,25.0,3
"סיב""ט","['סיב""ט']",5.0,0.0,0.0,0.0,5.0,1
"סיפ""ו","['סיפ""ו']",5.0,0.0,0.0,0.0,5.0,1
"סכו""ם","['סכו""ם', 'וסכו""ם']",10.0,0.0,0.0,0.0,10.0,2
"סל""ד","['הסל""ד', 'בסל""ד', 'סל""ד']",48.0,0.0,0.0,0.0,48.0,3
"סל""ה","['סל""ה']",9.0,0.0,0.0,0.0,9.0,1
"סל""ע","['סל""ע']",23.0,0.0,0.0,0.0,23.0,1
"סמ""ג","['סמ""ג', 'הסמ""ג']",17.0,0.0,0.0,0.0,17.0,2
"סמ""ח","['בסמ""ח']",5.0,0.0,0.0,0.0,5.0,1
"סמ""ט","['לסמ""ט', 'סמ""ט']",8.0,0.0,0.0,0.0,8.0,2
"סמ""ך","['סמ""ך']",11.0,0.0,0.0,0.0,11.0,1
"סמ""פ","['הסמ""פ', 'סמ""פ']",12.0,0.0,0.0,0.0,12.0,2
"סמ""ק","['סמ""ק', 'לסמ""ק']",202.0,0.0,0.0,0.0,202.0,2
"סמ""ר","['לסמ""ר', 'וסמ""ר', 'הסמ""ר', 'סמ""ר']",49.0,0.0,0.0,0.0,49.0,4
"סמג""ד","['כסמג""ד', 'הסמג""ד', 'סמג""ד']",24.0,0.0,0.0,0.0,24.0,3
"סמו""ר","['סמו""ר']",5.0,0.0,0.0,0.0,5.0,1
"סמח""ט","['סמח""ט', 'הסמח""ט']",19.0,0.0,0.0,0.0,19.0,2
"סמנכ""ל","['וסמנכ""ל', 'כסמנכ""ל', 'סמנכ""ל']",52.0,4.0,0.0,0.0,56.0,3
"סמנכ""לית","['סמנכ""לית']",5.0,2.0,0.0,0.0,7.0,1
"סנטקו""ם","['סנטקו""ם']",0.0,6.0,0.0,0.0,6.0,1
"ספה""נ","['לספה""נ']",10.0,0.0,0.0,0.0,10.0,1
"סק""א","['סק""א']",4.0,0.0,0.0,0.0,4.0,1
"סת""ם","['הסת""ם', 'סת""ם']",71.0,0.0,0.0,0.0,71.0,2
"ע""א","['ע""א']",56.0,0.0,0.0,0.0,56.0,1
"ע""ב","['ע""ב']",45.0,0.0,0.0,0.0,45.0,1
"ע""ג","['ע""ג']",8.0,0.0,0.0,0.0,8.0,1
"ע""ד","['ע""ד']",12.0,0.0,0.0,0.0,12.0,1
"ע""ה","['ע""ה']",16.0,0.0,0.0,0.0,16.0,1
"ע""ו","['ע""ו']",13.0,0.0,0.0,0.0,13.0,1
"ע""ז","['ע""ז']",10.0,0.0,0.0,0.0,10.0,1
"ע""ח","['ע""ח']",6.0,0.0,0.0,0.0,6.0,1
"ע""ט","['ע""ט']",11.0,0.0,0.0,0.0,11.0,1
"ע""י","['שע""י', 'וע""י', 'ע""י']",288.0,29.0,0.0,0.0,317.0,3
"ע""ל","['הע""ל']",11.0,0.0,0.0,0.0,11.0,1
"ע""ם","['לע""ם']",7.0,0.0,0.0,0.0,7.0,1
"ע""מ","['ע""מ', 'לע""מ']",33.0,3.0,0.0,0.0,36.0,2
"ע""נ","['ע""נ']",4.0,0.0,0.0,0.0,4.0,1
"ע""ס","['ע""ס']",4.0,0.0,0.0,0.0,4.0,1
"ע""ע","['ע""ע']",37.0,0.0,0.0,0.0,37.0,1
"ע""פ","['בע""פ', 'ע""פ']",168.0,1.0,0.0,0.0,169.0,2
"ע""ר","['ע""ר']",12.0,0.0,0.0,0.0,12.0,1
"ע""ש","['ע""ש']",1285.0,14.0,0.0,0.0,1299.0,1
"עב""ם","['עב""ם']",12.0,0.0,0.0,0.0,12.0,1
"עב""מ","['עב""מ']",4.0,0.0,0.0,0.0,4.0,1
"עב""מים","['עב""מים', 'העב""מים']",36.0,0.0,0.0,0.0,36.0,2
"עד""ש","['עד""ש']",4.0,0.0,0.0,0.0,4.0,1
"עהב""ט","['ומעהב""ט']",11.0,0.0,0.0,0.0,11.0,1
"עו""ד","['עו""ד', 'ועו""ד', 'לעו""ד']",226.0,13.0,0.0,0.0,239.0,3
"עו""ז","['מעו""ז']",4.0,0.0,0.0,0.0,4.0,1
"עו""ש","['עו""ש']",4.0,0.0,0.0,0.0,4.0,1
"עוה""ד","['עוה""ד']",5.0,0.0,0.0,0.0,5.0,1
"עי""ן","['עי""ן', 'ועי""ן', 'בעי""ן']",22.0,0.0,0.0,0.0,22.0,3
"עי""ש","['עי""ש']",4.0,0.0,0.0,0.0,4.0,1
"עיל""ם","['עיל""ם']",4.0,0.0,0.0,0.0,4.0,1
"עכ""פ","['עכ""פ']",5.0,0.0,0.0,0.0,5.0,1
"עכו""ם","['עכו""ם']",15.0,0.0,0.0,0.0,15.0,1
"על""ה","['על""ה']",9.0,0.0,0.0,0.0,9.0,1
"עמ""י","['עמ""י']",13.0,0.0,0.0,0.0,13.0,1
"עמו""ס","['עמו""ס']",4.0,0.0,0.0,0.0,4.0,1
"עפ""י","['ועפ""י', 'עפ""י']",29.0,0.0,0.0,0.0,29.0,2
"עת""מ","['עת""מ']",5.0,0.0,0.0,0.0,5.0,1
"עתי""ם","['עתי""ם']",4.0,0.0,0.0,0.0,4.0,1
"פ""א","['פ""א', 'בפ""א']",35.0,0.0,0.0,0.0,35.0,2
"פ""ב","['פ""ב']",7.0,0.0,0.0,0.0,7.0,1
"פ""ג","['פ""ג']",12.0,0.0,0.0,0.0,12.0,1
"פ""ד","['פ""ד']",38.0,6.0,0.0,0.0,44.0,1
"פ""ה","['פ""ה', 'ופ""ה']",12.0,0.0,0.0,0.0,12.0,2
"פ""ו","['פ""ו']",6.0,0.0,0.0,0.0,6.0,1
"פ""ז","['פ""ז']",5.0,0.0,0.0,0.0,5.0,1
"פ""ח","['פ""ח']",8.0,0.0,0.0,0.0,8.0,1
"פ""ט","['פ""ט']",7.0,0.0,0.0,0.0,7.0,1
"פ""מ","['פ""מ']",7.0,0.0,0.0,0.0,7.0,1
"פ""נ","['פ""נ']",6.0,0.0,0.0,0.0,6.0,1
"פ""ת","['כפ""ת', 'פ""ת']",36.0,0.0,0.0,0.0,36.0,2
"פא""י","['ומפא""י', 'פא""י']",36.0,0.0,0.0,0.0,36.0,2
"פא""ן","['פא""ן']",6.0,0.0,0.0,0.0,6.0,1
"פאג""י","['פאג""י']",9.0,0.0,0.0,0.0,9.0,1
"פו""ם","['פו""ם', 'הפו""ם']",10.0,0.0,0.0,0.0,10.0,2
"פו""ש","['הפו""ש', 'פו""ש']",17.0,0.0,0.0,0.0,17.0,2
"פומ""ה","['פומ""ה', 'הפומ""ה']",47.0,0.0,0.0,0.0,47.0,2
"פוע""ה","['פוע""ה']",6.0,0.0,0.0,0.0,6.0,1
"פז""ם","['פז""ם']",26.0,0.0,0.0,0.0,26.0,1
"פח""ע","['פח""ע']",8.0,1.0,0.0,0.0,9.0,1
"פיב""א","['פיב""א']",49.0,0.0,0.0,0.0,49.0,1
"פיד""ה","['פיד""ה']",47.0,0.0,0.0,0.0,47.0,1
"פיפ""א","['מפיפ""א', 'לפיפ""א', 'פיפ""א', 'בפיפ""א']",262.0,5.0,0.0,0.0,267.0,4
"פיק""א","['מפיק""א', 'פיק""א', 'ופיק""א']",90.0,0.0,0.0,0.0,90.0,3
"פל""ג","['מפל""ג']",5.0,0.0,0.0,0.0,5.0,1
"פלחה""ן","['פלחה""ן', 'הפלחה""ן']",40.0,0.0,0.0,0.0,40.0,2
"פלחי""ק","['פלחי""ק', 'הפלחי""ק']",14.0,0.0,0.0,0.0,14.0,2
"פלי""ם","['הפלי""ם', 'בפלי""ם', 'פלי""ם']",57.0,0.0,0.0,0.0,57.0,3
"פלמ""ח","['ובפלמ""ח', 'והפלמ""ח', 'פלמ""ח', 'בפלמ""ח', 'לפלמ""ח', 'מהפלמ""ח', 'הפלמ""ח', 'שהפלמ""ח']",1031.0,1.0,0.0,0.0,1032.0,8
"פלנ""חניק","['הפלנ""חניק']",4.0,0.0,0.0,0.0,4.0,1
"פלנ""ט","['הפלנ""ט', 'פלנ""ט']",26.0,0.0,0.0,0.0,26.0,2
"פלס""ר","['פלס""ר', 'ופלס""ר', 'הפלס""ר']",86.0,0.0,1.0,0.0,87.0,3
